,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,url
80180,791553,3092,182D290921-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/182D290921-TB/791553
80181,1255169,4903,182D301221-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/182D301221-TB/1255169
80182,4331777,16921,20MICRONS,20 MICRONS,0,,0.0,0.05,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/20MICRONS/4331777
80183,1025,4,21STCENMGM,21ST CENTURY MGMT SERVICE,0,,0.0,0.05,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/21STCENMGM/1025
80184,957697,3741,364D020622-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D020622-TB/957697
80185,5745921,22445,364D020921-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D020921-TB/5745921
80186,361729,1413,364D021221-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D021221-TB/361729
80187,538625,2104,364D030222-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D030222-TB/538625
80188,664577,2596,364D030322-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D030322-TB/664577
80189,1341953,5242,364D040822-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D040822-TB/1341953
80190,262913,1027,364D041121-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D041121-TB/262913
80191,870401,3400,364D050522-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D050522-TB/870401
80192,480257,1876,364D060122-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D060122-TB/480257
80193,815873,3187,364D070422-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D070422-TB/815873
80194,1282817,5011,364D070722-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D070722-TB/1282817
80195,105985,414,364D071021-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D071021-TB/105985
80196,965889,3773,364D090622-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D090622-TB/965889
80197,1537,6,364D090921-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D090921-TB/1537
80198,373761,1460,364D091221-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D091221-TB/373761
80199,554753,2167,364D100222-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D100222-TB/554753
80200,692737,2706,364D110322-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D110322-TB/692737
80201,283393,1107,364D111121-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D111121-TB/283393
80202,5716481,22330,364D120821-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D120821-TB/5716481
80203,490753,1917,364D130122-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D130122-TB/490753
80204,902913,3527,364D130522-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D130522-TB/902913
80205,822017,3211,364D140422-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D140422-TB/822017
80206,1292289,5048,364D140722-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D140722-TB/1292289
80207,162817,636,364D141021-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D141021-TB/162817
80208,1182721,4620,364D160622-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D160622-TB/1182721
80209,26113,102,364D160921-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D160921-TB/26113
80210,395265,1544,364D161221-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D161221-TB/395265
80211,582145,2274,364D170222-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D170222-TB/582145
80212,711681,2780,364D170322-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D170322-TB/711681
80213,302593,1182,364D181121-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D181121-TB/302593
80214,917505,3584,364D190522-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D190522-TB/917505
80215,5730305,22384,364D190821-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D190821-TB/5730305
80216,503809,1968,364D200122-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D200122-TB/503809
80217,838145,3274,364D210422-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D210422-TB/838145
80218,1304577,5096,364D210722-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D210722-TB/1304577
80219,202241,790,364D211021-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D211021-TB/202241
80220,1228289,4798,364D230622-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D230622-TB/1228289
80221,49665,194,364D230921-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D230921-TB/49665
80222,420609,1643,364D231221-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D231221-TB/420609
80223,621569,2428,364D240222-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D240222-TB/621569
80224,755713,2952,364D240322-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D240322-TB/755713
80225,324865,1269,364D251121-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D251121-TB/324865
80226,940801,3675,364D260522-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D260522-TB/940801
80227,5734913,22402,364D260821-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D260821-TB/5734913
80228,518913,2027,364D270122-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D270122-TB/518913
80229,848129,3313,364D280422-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D280422-TB/848129
80230,1325569,5178,364D280722-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D280722-TB/1325569
80231,228097,891,364D281021-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D281021-TB/228097
80232,792065,3094,364D300322-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D300322-TB/792065
80233,1258497,4916,364D300622-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D300622-TB/1258497
80234,455425,1779,364D301221-TB,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/364D301221-TB/455425
80235,269057,1051,396GS2022-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/396GS2022-GS/269057
80236,3014913,11777,3IINFOTECH-BE,3I INFOTECH.,0,,0.0,0.05,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/3IINFOTECH-BE/3014913
80237,121345,474,3MINDIA,3M INDIA,0,,0.0,0.05,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/3MINDIA/121345
80238,2316289,9048,3PLAND-BE,3P LAND HOLDINGS,0,,0.0,0.05,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/3PLAND-BE/2316289
80239,1438977,5621,3RDROCK-IT,,0,,0.0,0.05,5200,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/3RDROCK-IT/1438977
80240,248321,970,415KL22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/415KL22-SG/248321
80241,903425,3529,426GS2023-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/426GS2023-GS/903425
80242,5614337,21931,439MH23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/439MH23-SG/5614337
80243,5616129,21938,445MH22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/445MH22-SG/5616129
80244,242433,947,448GS2023-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/448GS2023-GS/242433
80245,5637377,22021,449RJ23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/449RJ23-SG/5637377
80246,5387521,21045,44HR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/44HR23-SG/5387521
80247,5431041,21215,452BR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/452BR23-SG/5431041
80248,5659649,22108,452TN22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/452TN22-SG/5659649
80249,5700609,22268,454BR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/454BR23-SG/5700609
80250,5615361,21935,454MH22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/454MH22-SG/5615361
80251,5701377,22271,454RJ23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/454RJ23-SG/5701377
80252,5657857,22101,454TN23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/454TN23-SG/5657857
80253,273665,1069,45AS23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/45AS23-SG/273665
80254,5617921,21945,463MH23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/463MH23-SG/5617921
80255,5666049,22133,463TN23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/463TN23-SG/5666049
80256,5541889,21648,468HR22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/468HR22-SG/5541889
80257,5540097,21641,475HR22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/475HR22-SG/5540097
80258,5617409,21943,476MH23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/476MH23-SG/5617409
80259,741121,2895,477KL23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/477KL23-SG/741121
80260,741889,2898,477MP23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/477MP23-SG/741889
80261,72193,282,47KL22-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/47KL22-SG/72193
80262,527873,2062,485KL23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/485KL23-SG/527873
80263,5646849,22058,489RJ23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/489RJ23-SG/5646849
80264,5728257,22376,493BR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/493BR23-SG/5728257
80265,646913,2527,494MP23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/494MP23-SG/646913
80266,5659137,22106,499TN23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/499TN23-SG/5659137
80267,5611009,21918,503KL24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/503KL24-SG/5611009
80268,5736705,22409,505KL23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/505KL23-SG/5736705
80269,5701121,22270,505RJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/505RJ24-SG/5701121
80270,2049,8,507PY23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/507PY23-SG/2049
80271,2817,11,509CG23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/509CG23-SG/2817
80272,4728065,18469,509GS2022-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/509GS2022-GS/4728065
80273,5605889,21898,509KL23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/509KL23-SG/5605889
80274,5736449,22408,509TN23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/509TN23-SG/5736449
80275,274177,1071,512BR24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/512BR24-SG/274177
80276,269825,1054,515GS2025-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/515GS2025-GS/269825
80277,528129,2063,518KL24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/518KL24-SG/528129
80278,5736193,22407,51BR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/51BR23-SG/5736193
80279,4857857,18976,522GS2025-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/522GS2025-GS/4857857
80280,192513,752,524AS24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/524AS24-SG/192513
80281,193281,755,527BR24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/527BR24-SG/193281
80282,38913,152,528BR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/528BR23-SG/38913
80283,309761,1210,532AS25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/532AS25-SG/309761
80284,466177,1821,532AS26-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/532AS26-SG/466177
80285,309505,1209,532CG25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/532CG25-SG/309505
80286,435201,1700,532RJ25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/532RJ25-SG/435201
80287,248577,971,535CG25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/535CG25-SG/248577
80288,387329,1513,535RJ25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/535RJ25-SG/387329
80289,213761,835,538CG25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/538CG25-SG/213761
80290,5643521,22045,538RJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/538RJ24-SG/5643521
80291,779009,3043,539GJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/539GJ24-SG/779009
80292,5718785,22339,539RJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/539RJ24-SG/5718785
80293,514817,2011,539RJ25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/539RJ25-SG/514817
80294,308993,1207,53BR25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/53BR25-SG/308993
80295,72449,283,53RJ23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/53RJ23-SG/72449
80296,5716737,22331,540CG24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/540CG24-SG/5716737
80297,5717505,22334,541AP24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/541AP24-SG/5717505
80298,434433,1697,541GA25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/541GA25-SG/434433
80299,681473,2662,542RJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/542RJ24-SG/681473
80300,779777,3046,543BR24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/543BR24-SG/779777
80301,5308417,20736,544AP24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/544AP24-SG/5308417
80302,5606401,21900,544KL24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/544KL24-SG/5606401
80303,5661697,22116,544TN23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/544TN23-SG/5661697
80304,5191937,20281,545AP24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/545AP24-SG/5191937
80305,5637633,22022,545RJ25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/545RJ25-SG/5637633
80306,515073,2012,546PY25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/546PY25-SG/515073
80307,5659905,22109,546TN24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/546TN24-SG/5659905
80308,648449,2533,547AS24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/547AS24-SG/648449
80309,5645057,22051,547RJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/547RJ24-SG/5645057
80310,5708801,22300,549RJ25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/549RJ25-SG/5708801
80311,150273,587,54BR24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/54BR24-SG/150273
80312,696833,2722,54KL24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/54KL24-SG/696833
80313,5746177,22446,552AP24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/552AP24-SG/5746177
80314,649217,2536,552MP24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/552MP24-SG/649217
80315,5610753,21917,553KL25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/553KL25-SG/5610753
80316,5625345,21974,554MP21-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/554MP21-SG/5625345
80317,5632769,22003,562OR21-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/562OR21-SG/5632769
80318,819713,3202,563GS2026-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/563GS2026-GS/819713
80319,5608193,21907,565KL24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/565KL24-SG/5608193
80320,5645313,22052,565RJ25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/565RJ25-SG/5645313
80321,1167873,4562,565TN25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/565TN25-SG/1167873
80322,39681,155,568MH24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/568MH24-SG/39681
80323,5542145,21649,56HR24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/56HR24-SG/5542145
80324,3073,12,56MH24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/56MH24-SG/3073
